Company Name,Rating,Job Title,Location
Datalogue GmbH,3.9,Junior Campaign Analyst (m/w/d),Hamburg
BIKE & OUTDOOR COMPANY GmbH & Co. KG,4.2,DATA ANALYST:IN IM CONTROLLING (M/W/D),Hamburg
Varian Medical Systems,3.9,EMEA Logistics Analyst Finished Goods,Haan
PALTRON GmbH,3.5,Business Analyst - Sales Operations (m/w/d),Home office
scil animal care company GmbH,3.4,Business Analyst (m/f/d),Viernheim
Barclays,3.3,"Sales, Trading, Structuring Analyst Graduate 2024 Frankfurt",Frankfurt am Main
emetriq GmbH,4.5,"Business Analyst (m/w/d), Digital Sales",Hamburg
DR. KADE Pharmazeutische Fabrik GmbH,3.9,Commercial Data Analyst im Bereich Pharma (m/w/d),Berlin
ZEISS Group,3.9,Tester / Test Analyst (f/m/x) Health & Life Science Solutions (fulltime/parttime),Leipzig
Deutsche Bundesbank,3.9,"Werkstudierende als Data Analyst im Umwelt-, Energie- und Kostenmanagement",Frankfurt am Main
Renesas Electronics,3.5,Working Student in the area of Master Data Management (f/m/d),Germany
THE COLLECTIVE ACE GMBH,4.1,Junior Product Manager (Full Time - Remote),Germany
Amazon TA,4.7,Sr. Payroll Analyst – DACH (m/w/d),Munich
ADEAL Systems GmbH,4.5,Data Analyst,Frankfurt am Main
LEW Wasserkraft GmbH,4.7,Spezialist:in Anwendungsbetreuung und Digitalisierung,Gersthofen
GfK,3.2,Market Research Analyst (m/w/d),Baden-Baden
Bertrandt AG,3.3,Data Analyst Automotive Hochvoltspeicher (m/w/d),Munich
SGL Group,4.0,Demand Analyst in Supply Chain Management (m/f/d),Bonn
Deichmann,3.5,Senior Data Engineer (m/w/d),Mülheim an der Ruhr
Squalify RQx GmbH,3.6,Intern/ Working Student: Business Analyst (m/f/x),Munich
ODDO BHF,3.7,V.I.E International Banking - Sales/Product Associate & Analyst,Frankfurt am Main
Lionstep AG,4.1,Technical Project Manager,Berlin
ALDI SÜD,3.4,Senior Business Analyst (m/f/x),Mülheim an der Ruhr
Vattenfall,3.8,Quantitative Researcher I Algorithmic Trading Analyst,Hamburg
Accenture,3.9,Data Analyst (all genders),Munich
headhunting for the best GmbH,5.0,Einkaufsassistent (administrativ) Young Fashion Brand (m/w/d),Köln
Flaconi GmbH,4.7,Senior Marketing Analyst (m/f/d),Berlin
JSP International,4.0,Market Research Analyst / Marketing Strategist,Düsseldorf
Goldenstein Rechtsanwälte Rechtsanwaltsgesellschaft mbH,3.9,Data Manager/Data Analyst – Quereinsteiger im Bereich Dataanalyse und -management (m/w/d),Potsdam
Zync Group,4.3,IT SECURITY ANALYST (SOC),Hamburg
trendtours Touristik GmbH,4.0,Data Engineer (m/w/d),Home office
WiseTech Global,4.0,CSIRT Security Analyst,Hamburg
Hays,4.1,Senior Data Analyst (m/w/d),Berlin
Capco,3.8,Data Analyst* - Anti Money Laundering,Munich
METRO Markets GmbH,3.4,VIE AS Demand Analyst – Supply Chain (m/f/d),Düsseldorf
Dyson,3.5,Senior Commercial Finance Analyst (m/f/d),Köln
Toom Baumarkt,3.5,Data Engineer (m/w/d),Köln
Klinikum Altmühlfranken,4.3,Kaufmännischer Controller (m/w/d),Gunzenhausen
G+E GETEC Holding GmbH,3.8,DATA ANALYST CONTROLLING (w/m/d),Berlin
myneva Group GmbH,3.7,Digital Marketing Analyst (m/f/d),Hamburg
Flix SE,2.7,Senior Business Analyst,Munich
1&1 Telecommunication SE,4.1,Senior Data Scientist / Data Analyst (w/m/d),Karlsruhe
eAces GmbH,3.1,Cyber Security Operation Analyst (m/f/d),Köln
Academic Work,3.4,Data Analyst (w/m/d),Munich
CBR eCommerce,3.4,Web Analyst (m/w/d),Hannover
Deutsche Börse,3.8,"Business Analyst - Analytics, Pricing & Collateral Development (f/m/d)",Frankfurt am Main
ZF,3.2,Business Analyst SAP HR System (m/f/d),Alfdorf
Ebury,3.5,KYC Onboarding Team Lead,Düsseldorf
Uniper,4.1,Trading IT - Business Analyst Digitalization (f/m/d),Düsseldorf
Archer Daniels Midland Company,4.4,FP&A Analyst,Heidelberg
Westhouse Group GmbH,2.0,Finanz Controller / Data Analyst (m/w/d),Hamburg
payabl.,4.1,Business Analyst (payabl.one/Merchant platform),Frankfurt am Main
ECMWF,4.0,HPC Application Analyst for Destination Earth,Bonn
Hays,3.5,(Junior-Senior) Business Data Analyst (m/w/d),Vilgertshofen
Cavendish Professionals,3.7,Salesforce Business Analyst,Germany
Billie,3.8,Senior Data Engineer (w/m/d),Berlin
charles,4.2,Finance Analyst - Accounting (m/w/d),Berlin
SimpleXX GmbH,3.7,Data Analyst H160 (m/w/d) für AIRBUS Helicopters,Donauwörth
BayWa r.e.,3.8,Data Analyst Controlling (m/w/d),Munich
WuXi Biologics,3.1,IT Process Quality Analyst Intern (w/md/),Wuppertal
Hella,3.7,SENIOR MARKET ANALYST (M/W/D),Lippstadt
MTU Aero Engines AG,4.2,Praktikant Strategie und Marktanalyse - Schwerpunkt Data Science (all genders),Munich
Cofinity-X GmbH,3.9,Market & Business Analyst (m/f/x),Köln
Universitätsklinikum Heidelberg,4.0,Business Analyst - Schwerpunkt Projekte und Prozesse (m/w/d),Heidelberg
Uniper,3.1,Long Term Flexibility Power Market Analyst (f/m/d),Düsseldorf
Hays,5.0,Data Analyst / ERP Spezialist (m/w/d),Nuremberg
The Creative Club,3.4,Senior Web Analyst & Tracking Specialist (m/w/d),Hamburg
HII,4.0,Senior Technical Specialist SIGINT operations (Intelligence Analyst 4),Rhineland-Palatinate
diconium group,3.5,Senior Data Analyst (all genders),Berlin
Klein aber GmbH,3.6,Social Media Analyst (w/m/d),Hamburg
Raisin GmbH,4.1,SOC Analyst (m/f/d),Germany
Almedia,3.6,Junior Marketing Analyst (f/m/d),Berlin
E.ON,4.5,Data Migration Architect - Expert Services (f/m/d),Essen
CareerGuide24,3.1,Investment Banking Full Time Analyst Programme,Kiel
München,4.0,(Senior) Data Analyst e-Commerce (m/w/d),Munich
LKC,4.2,Big Data Analyst im steuerlichen Umfeld (m/w/d) in Vollzeit,Ottobrunn
Tipico,4.7,Analytics Engineer (m/f/x),Sankt Julian
CBR eCommerce GmbH,4.1,Web Analyst (m/w/d),Isernhagen
Capgemini Deutschland,3.8,Business Analyst Data & AI Life Sciences (w/m/d),Hannover
The Mobility House,3.4,Analyst / Quanttrader in short-term electricity trading (m/f/d),Munich
Deutsche Apotheker- und Ärztebank eG,3.8,BI-Spezialist fachliches Datenmodell (m/w/d),Düsseldorf
Wasserverband Eifel-Rur,3.3,Controller/in / Data Analyst/Specialist (m/w/d) / Standort: Düren,Düren
Siemens AG,4.5,Ausbildung: Kaufmann (w/m/d) für Digitalisierungsmanagement 2024,Köln
Oxane Partners,3.4,Analyst/Senior Analyst-Credit Monitoring,Bavaria
GP Günter Papenburg AG,Not rated,Controller/Prozessmanager (m/w/d),Hannover
Tchibo GmbH,Not rated,Financial Analyst - Tchibo MOBIL (m/w/d),Hamburg
Eurofins Germany Umwelt,Not rated,Business Analyst (m/w/d),Wesseling
Clarios,Not rated,Senior Finance Analyst (m/f/d),Hannover
Iochpe-Maxion,Not rated,Fp&A Analyst,Königswinter
Nigel Frank International Limited,Not rated,Data Analyst (m/w/d) Telekommunikation,Bonn
Bürkert Fluid Control Systems,Not rated,Werkstudent (m/w/d) Master Data Management / Data Analyst,Ingelfingen
Boston Consulting Group,Not rated,"Senior Knowledge Analyst, Procurement",Düsseldorf
Awin,Not rated,Senior Data Engineer (fixed term) (f/m/d),Munich
CHRIST Juweliere und Uhrmacher seit 1863,Not rated,DevOps Data Engineer (m/w/d),Hagen
WICKEY GmbH & Co. KG,Not rated,Daten-Business-Analyst (m/w/d),Gangelt
ISS Facility Services,Not rated,(Senior) Data Analyst / Informatiker (m/w/d) als Datenexperte ZSD,Berlin
justtrack,Not rated,QA Engineer (f/m/d),Hamburg
MOBIS Parts Europe N.V.,Not rated,Operational Pricing Analyst (m/f/d),Eschborn
Expert People Management GmbH,Not rated,Spezialist für Datenanalyse / Data Science Analyst (m/w/d),Magdeburg
parsionate,Not rated,Senior Data Scientist (all genders),Stuttgart
IGEFA SE & Co. KG,Not rated,Data Warehouse Engineer / Datenbankentwickler (m/w/d),Bremen
Grover,Not rated,Sr. Pricing Data Scientist/Analyst (m/w/x),Berlin
Job Impulse,Not rated,Looking for Data Analyst(M/F) w German - Remote,Frankfurt am Main
PIA Media,Not rated,(Senior) Data Scientist (all genders) Schwerpunkt Machine Learning & Analytics,Hamburg
momox,Not rated,(Senior) Marketing Analyst - CRM (m/f/d),Berlin
Adevinta,Not rated,Product Manager for Monetization (d/f/m),Berlin
All for One Group SE,Not rated,(Senior) Consultant Business Intelligence Inhouse(m/w/d),Oldenburg (Oldenburg)
BORA Vertriebs GmbH & Co KG,Not rated,Business Intelligence Analyst (all genders),Raubling
European Commodity Clearing AG,Not rated,KYC Analyst (w/m/d),Leipzig
XD Next Digital Transform GmbH,Not rated,GAP YEAR ANALYST (M/W/D),Meerbusch
ALDI SÜD,Not rated,Solution Architect Data & Analytics (m/f/x),Mülheim an der Ruhr
Babbel,Not rated,Senior Data Engineer (all genders),Berlin
Dayforce,Not rated,Application Specialist,Germany
Summa Linguae Technologies Pvt Ltd,Not rated,Data Analyst in Science - German,Berlin
Doctolib,Not rated,Lead QA Analyst - Scheduling (x/f/m),Berlin
BNP Paribas,Not rated,Strategic Risk Reporting – Data Analyst (all genders),Munich
byrd technologies GmbH,Not rated,Senior Pricing Analyst (f/m/x),Berlin
European Commodity Clearing AG,Not rated,Quantitative Analyst (w/m/d),Leipzig
AMBOSS,Not rated,Junior Financial Analyst,Berlin
HII,Not rated,Systems Administrator 3,Ramstein-Miesenbach
Quantron AG,Not rated,Junior Controller / Business Analyst BI & Reporting (m/f/d),Gersthofen
StartSteps Digital Education GmbH,Not rated,Online-Trainer*in - Data Analytics/Data Science/Machine Learning/AI (m/w/d),Berlin
Solactive AG,Not rated,"Analyst | Accounting, Global Billing (m/f/d)",Frankfurt am Main
Elia Grid International,Not rated,Regulation & Market Analyst (Internship or Working student contract),Berlin
ALDI SÜD,Not rated,Senior Data Scientist (m/w/d),Mülheim an der Ruhr
Solactive AG,Not rated,"Analyst | Accounting, Global Billing (m/f/d)",Frankfurt am Main
Telefonica,Not rated,Business Analyst (m/w/d),Düsseldorf
Harman International,Not rated,Senior Market and Business Analyst (m/f/d) Automotive Intelligent Cockpit,Germany
PM-International,Not rated,Koordinator / Spezialist Workflow & Prozessoptimierung (m/w/d) Business Analyst,Speyer
Aveva,Not rated,Financial Analyst,Frankfurt am Main
nu3 GmbH,Not rated,Business Intelligence Analyst (w/m/d),Berlin
Grüner Fisher Investments,Not rated,Data and Analytics Associate (m/w/d),Frankfurt am Main
M.M.Warburg & CO,Not rated,IT Business Analyst (m/w/d),Hamburg
valantic GmbH,Not rated,Data Controller & Analyst (all genders),Langenfeld (Rheinland)
Flowserve Corporation,Not rated,Payroll Analyst (M/F/T),Essen
CBRE GWS IFM Industrie GmbH,Not rated,Finance Analyst (m/w/d) / Finanzanalyst im Data Center (m/w/d),Frankfurt am Main
Thinksurance GmbH,Not rated,Business Analyst Sales (m/w/d),Frankfurt am Main
ALDI SÜD,Not rated,Senior Business Analyst (m/w/d),Mülheim an der Ruhr
Eurowings Digital,Not rated,Digital Analyst (Reporting & Insights) (all genders) - Remote first set up (within Germany),Köln
Aquiva Labs,Not rated,Product Owner (Central West Europe region),Berlin
Adroit People Ltd,Not rated,Azure Data Engineer,Ludwigshafen am Rhein
empiricus GmbH - Agentur für IT Experten & Executives,Not rated,(Senior) Data Analyst/in (m/w/d) SAS,Munich
Orange Quarter,Not rated,Senior Data Engineer,Berlin
JUNIQE GmbH,Not rated,Web Analyst (m/w/d),Berlin
Deutsche Börse,Not rated,Functional Analyst - Cash Market Digitization (eListing) (f/m/d),Frankfurt am Main
SIXT Germany,Not rated,Senior Data Engineer (m/f/d),Munich
Wiley,Not rated,Payroll Analyst,Weinheim
Amazon EU SARL (Germany Branch) - D70,Not rated,Financial Analyst Intern,Munich
Digital Realty,Not rated,Billing and Cash Analyst (f/m/d),Frankfurt am Main
Positive Thinking Company,Not rated,Business Analyst (M/W/D),Berlin
Air Liquide,Not rated,VIE - Procurement Business Analyst (M/F/D),Frankfurt am Main
zeb consulting,Not rated,Consultant Data Warehouse / ETL bei findic (w|m|d),Berlin
Beuth Verlag,Not rated,Senior Business Analyst (m/w/d),Berlin
B.i.Team Gesellschaft für Softwareberatung mbH,Not rated,Data Architect/Engineer (m/w/d),Munich
AXA Partners Deutschland,Not rated,Head of Data (m/w/x),Köln
AppLike GmbH,Not rated,QA Tester (f/m/d),Hamburg
EXA AG,Not rated,Junior Consultant SAP ERP / SAP S4HANA (m/w/d),Heidelberg
Hannover Rück SE,Not rated,SAP FS-CD Business Analyst,Germany
Deutsche Börse,Not rated,Risk Analyst - Risk Methodology ETD (f/m/d),Frankfurt am Main
Philip Morris International,Not rated,"BUSINESS ANALYST IQOS STORES (M/W/D) Munich, Germany Commercial",Munich
Freshworks,Not rated,HR Business Systems Analyst (Workday),Berlin
ImmoScout24,Not rated,Senior Analyst (d/f/m) Marketing Science,Berlin
Delivery Hero,Not rated,(Senior) Business Analyst - Local Shops Operations (all genders),Berlin
Konzept Nutrition GmbH,Not rated,Social Media Marketing Manager (m/w/d) - Data Analyst & Project Manager,Hamburg
Rackspace,Not rated,Data Architect – Azure,Munich
valantic Software & Technology Innovations GmbH,Not rated,Software Test Analyst *,Germany
Project A Ventures,Not rated,Financial Analyst & BI Specialist (m/f/d),Hannover
DR SMILE,Not rated,Senior FP&A Analyst (m/f/d),Berlin
Crédit Agricole CIB,Not rated,Technical Business Analyst - System Integrator (f/m/d),Frankfurt am Main
Dior,Not rated,"Merchandise Intern, Head Office Munich (m/w/d)",Germany
Nucleus Health,Not rated,Python Data Scientist,Berlin
R+V Allgemeine Versicherung AG,Not rated,Business Analyst Digital Sales (m/w/d),Wiesbaden
LAIQON Solutions GmbH,Not rated,Machine Learning Engineer (m/w/d),Hamburg
GERRY WEBER In­ter­na­tio­nal AG,Not rated,(Senior) CRM Analyst (w/m/x) E-Commerce,Halle (Westf.)
eccelerate GmbH,Not rated,(Senior) Consultant Analytics & Data Insights (m/w/d),Munich
HUCON AG,Not rated,Business Intelligence Analyst (m|w|d),Stuttgart
Manning Global,Not rated,OSS Business Analyst,Munich
Solactive AG,Not rated,Analyst / Associate (m/f/d) Equity Index Development - Core Solutions,Frankfurt am Main
Aldi Nord,Not rated,(Senior) Business Analyst (m/w/d),Essen
ALDI SÜD,Not rated,IT Business Analyst eCommerce Solutions (m/f/x),Mülheim an der Ruhr
BayWa r.e.,Not rated,(Senior) Risk Analyst (m/f/d),Munich
All for One Group SE,Not rated,Engagement Manager Managed IT Services (m/w/d),Buxheim
Digital Masters GmbH,Not rated,(Senior) Tracking-Specialist / Web-Analyst (d/m/w),Hamburg
R+V Allgemeine Versicherung AG,Not rated,Berater Data Warehouse (m/w/d),Wiesbaden
Hauck Aufhaeuser Lamp Private Bank AG,Not rated,Experienced Equity Research Analyst (m/f/x),Frankfurt am Main
Hoffmann Group,Not rated,BI Analyst (m/w/d),Munich
Fujitsu,Not rated,Process Analyst SAP (w/m/d),Germany
Koddi,Not rated,Intern - Digital Marketing Analyst,Düsseldorf
diconium group,Not rated,Senior Data Engineer (all genders),Berlin
Riverty GmbH,Not rated,(Senior) Fraud Risk Analyst (m/f/d),Verl
Olympus Europa SE & Co. KG,Not rated,Werkstudent (m/w/d) im Bereich Manufacturing Quality Assurance,Hamburg
bofrost*Straelen,Not rated,CRM-Analysten (m/w/d),Straelen
MULTIVAC,Not rated,IoT Data Engineer / Big Data Architect (m/w/d),Wolfertschwenden
E.ON,Not rated,(Senior) Business Data Analyst - E2E Energy Procurement Process (m/w/d),Essen
Santander,Not rated,Financial Analyst,Frankfurt am Main
eccelerate GmbH,Not rated,(Senior) Expert Data Science (m/w/d).,Munich
Hannover Rück SE,Not rated,IT Developer ETL Systems,Germany
Schwäbischer Verlag,Not rated,DH-Studium Data Science und Künstliche Intelligenz(m/w/d); Start 01.10.2024,Ravensburg
Mint Selection,Not rated,FP&A Analyst - Energy Infrastructure Platform – Berlin-based,Berlin
Debeka,Not rated,Architekt (w/m/d) Business Intelligence und Data Warehouse,Koblenz
Deutsche Börse,Not rated,Associate/ Senior Associate Vice President - Data Engineer (f/m/d),Frankfurt am Main
TÜV TRUST IT Unternehmensgruppe TÜV AUSTRIA,Not rated,(Junior) Security Analyst / Auditor (gn*) Electronic Identities and Trust Services,Düsseldorf
fastahead GmbH & Co. KG,Not rated,Data-driven Business Experte (w|m|d),Berlin
ALD AutoLeasing D GmbH,Not rated,Senior Business Analyst (w/m/d),Hamburg
Digital Charging Solutions GmbH,Not rated,Intern Invoice Validation (f/m/d),Munich
Alfred Kärcher SE & Co. KG,Not rated,Product Owner (m/w/d) Product Data E-Commerce,Winnenden
Hubert Burda Media,Not rated,(Junior) BI Analyst/Developer bei BurdaSolutions (m/w/d),Offenburg
mindcurv,Not rated,(Senior) Expert Data Science (m/w/d),Frankfurt am Main
claimsforce,Not rated,Product Manager (m/w/d),Hamburg
Gain.pro,Not rated,Private Equity Intelligence Analyst - DACH (Part-time / Internship),Home office
Atruvia AG,Not rated,Business Analyst Zahlungsverkehr Echtzeit (m/w/d),Munich
ING Deutschland,Not rated,(Senior) Analytics Engineer – Credit Risk Business Banking (f/m/x),Germany
ZDF Digital,Not rated,Web-Analyst*in (m/w/d),Berlin
Aioi Nissay Dowa Europe,Not rated,Senior IT Business Analyst (m/f/d),Ismaning
Debeka,Not rated,Business Analyst - Business Analytics (w/m/d),Koblenz
Kühling Personalberatung,Not rated,HR Data Analyst (m/w/d) für SAP Success Factors,Germany
IABG,Not rated,Software Architekt Data Science (gn),Ottobrunn
Misumi,Not rated,Business Analyst (m/w/d),Frankfurt am Main
Mindcurv,Not rated,(Senior) Consultant Analytics & Data Insights (m/w/d),Frankfurt am Main
ICE International Copyright Enterprise Germany GmbH,4.1,Senior Fullstack Product Engineer (m/f/d),Berlin
Knuth Werkzeugmaschinen,1.9,Senior Data Engineer (fully/partly remote),Home office
Fleet Control Monitor GmbH,3.9,Head of Software Development,Niederaula arktgemeinde
AIDA Cruises,4.4,Information System & Data Engineer (m/w/d) im AIDA Kundencenter,Rostock
DYMATRIX CONSULTING GROUP GmbH,4.6,(Junior) Cloud Data Engineer (all genders),Stuttgart
JOHANN BUNTE Bauunternehmung SE & Co. KG,4.0,Data Warehouse Developer (m/w/d),Papenburg
PŸUR,3.8,Data Engineer Video Technology (all genders),Berlin
datasolut GmbH,3.5,(Junior) Data Engineer,Köln
Deutsche Bundesbank,4.1,(Junior) Data Engineer / Informatiker (m/w/d),Frankfurt am Main
Supper & Supper GmbH,3.0,Data Engineer (m/f/d),Berlin
Dr. Ausbüttel & Co. GmbH,4.5,Data Engineer KI (m/w/d),Dortmund
RTL Deutschland GmbH,4.7,System Engineer Linux (w/m/d),Hamburg
BFS Health Finance GmbH,4.0,(Junior) Data Engineer (m/w/d),Dortmund
Michael Page,4.4,Data Engineer (m/w/d),Berlin
digatus it group AG,3.5,System Engineer - Cloud & Data Center Infrastructure (w/m/d),Augsburg
h + p hachmeister + partner GmbH & Co. KG,3.5,(Junior) Data Engineer / Data Manager (m/w/d),Bielefeld
Juskys Gruppe GmbH,4.5,Data Scientist & AI Engineer (m/w/d),Holle
initions,3.6,(Junior) Berater Business Intelligence (m/w/d),Hamburg
Currenta GmbH & Co. OHG,3.5,Senior Data Engineer (m/w/d),Leverkusen
Hoffmann Group,3.3,BI Analyst (m/w/d),Munich
Mindcurv,4.2,Cloud Platform Engineer (m/f/d),Jena
WBS Gruppe,3.9,Azure Data Engineer Homeoffice (m/w/d),Home office
Hoffmann Group,4.2,Senior BI Analyst (m/w/d),Munich
PERM4 | Permanent Recruiting GmbH,3.4,Data Migrations Engineer (w/m/d),Karlsruhe
Infineon Technologies,3.9,Senior Data Center Operations Engineer (f/m/div),Munich
Shoogee GmbH & Co. KG,4.5,Software Engineer (m/w/d) - Münster,Münster
Thermondo GmbH,4.0,Senior Software Engineer (m/f/d),Germany
REMONDIS IT Services GmbH & Co. KG,3.4,(Junior) Data Engineer (m/w/d),Lünen
Accenture,3.8,Software Quality Engineer (all genders),Kulmbach
Goodman Masson GmbH,3.7,Data Engineer (m/w/d),Essen
Excellence AG | GreenTech Engineering,3.9,Data Analyst (m/w/d),Bayreuth
BioNTech SE,3.8,"Data Engineer - Digital Solutions, Cloud Engineering (m/f/d)",Mainz
Da Vinci Engineering GmbH,4.1,Data Engineer KPI (m/f/d),Unterschleißheim
Bergfreunde GmbH,4.1,Data Quality Engineer (m/w/d),Kirchentellinsfurt
Dataport AöR,3.9,DevOps Engineer KI & Data Science / Linux (w/m/d),Magdeburg
SCHMITZ-WILA GmbH,3.5,Datenmanager/ Datenanalyst/ Data Engineer (m/f/d) für den Standort Arnsberg,Arnsberg
Da Vinci Engineering GmbH,3.4,Product Data and Configuration Management Engineer (m/f/d)),Dettingen an der Erms
ALPHA-ENGINEERING KG,4.1,Cloud Data Engineer (f/m/d),Germany
Prodinger Organisation GmbH & Co. KG,3.8,DATA ENGINEER (M/W/D),Coburg
Octopus Energy Group,3.9,Mid Level Backend Developer (m/w/d),Munich
Mabanaft GmbH & Co. KG,4.1,Senior Data Solution Engineers (m/f/d),Hamburg
ALDI SÜD,3.8,QA Engineer - Article Master Data Applications (m/w/d),Mülheim an der Ruhr
FERCHAU GmbH,3.5,Data Engineer (m/w/d),Rosenheim
Amadeus Fire,3.6,Data Engineer (m/w/d),Münster
Da Vinci Engineering GmbH,3.5,Software Development Engineer (m/f/d) GIS,Unterschleißheim
Liebherr-Digital Development Center GmbH,3.7,Senior Web Engineer (m/f/d),Ulm
Bitplane AG / Andor Technology Inc,3.9,Microscopy Software Engineer,Home office
Amadeus Fire,3.6,Data Engineer mit Schwerpunkt Backend-Entwicklung (m/w/d),Potsdam
ENERCON GmbH,5.0,IT Data Engineer (m/w/d),Magdeburg
Ziehm Imaging GmbH,4.3,Engineer Quality Operations (m/w/d),Nuremberg
"Linde GmbH, Corporate Office",3.9,Machine Learning Engineer (m/f/d),Pullach i. Isartal
SIXT Germany,4.0,Senior Data Engineer (m/f/d),Munich
Mazars GmbH & Co. KG,3.5,Senior Cloud & Data Engineer (all genders),Düsseldorf
elobau GmbH & Co. KG,3.8,Data Engineer (m/w/d),Leutkirch im Allgäu
Tech Punk GmbH,4.4,Senior Data Engineer(M/W/D)Deutschland/ Hybrid / vor Ort,Home office
Rhenus Freight Road Sales & Management GmbH,4.7,Senior Data Warehouse Engineer (f/m/d),Holzwickede
KA Resources,3.4,Data/Machine Learning Engineer (w/m/d) - remote Ref. 26314,Home office
Steadforce,3.9,Senior Cloud Engineer (m/w/d),Munich
Liebherr-MCCtec Rostock GmbH,4.3,Data Engineer im Bereich Data Integration (m/w/d)*,Rostock
Salzgitter Digital Solutions GmbH,3.9,Data Engineer IIOT (m/w/d),Salzgitter
univativ GmbH,5.0,Data Engineer (m/w/d) Datawarehouse,Affalterbach
CHECK24,4.2,(Junior) Data Engineer (m/w/d) ETL und BI Media,Munich
infoteam Software AG,1.0,Embedded Software (m/w/x) Engineer,Erlangen
Workwise GmbH,4.4,Data Engineer - Azure Data Factory / Power BI / ETL / Apache Spark (m/w/d),Osnabrück
Ganz & Stock GbR,3.1,Data Engineer - Gaming/Consumer app (f/m/d),Home office
FERCHAU GmbH,4.1,Data Enthusiast (m/w/d),Stuttgart
Liebherr-Digital Development Center GmbH,3.9,Senior Cloud Software Engineer (m/f/d),Ulm
cimt ag,3.9,Data Engineer - Business Intelligence / IT Beratung / SAP ERP / ABAP (m/w/d),Frankfurt am Main
Mabanaft GmbH & Co. KG,3.9,Lead Data Engineer - Data Platform (m/f/d) Hamburg,Hamburg
Clear Engineering Recruitment,2.9,Electrical Commissioning Engineer - Data Center,Frankfurt am Main
Infineon Technologies,4.3,Working Student: R&D Data Engineer & Analyst (f/m/div),Munich
advanced engineering GmbH,4.5,Data Engineer - Datenanalyse & Digitalisierung (m/w/d),Munich
LichtBlick SE,3.3,Data Analytics Engineer (gn),Hamburg
kfzteile24 GmbH,3.5,Data Engineer (f/m/d),Home office
Dirk Rossmann GmbH,4.7,Cloud Data Engineer (m/w/d) für Datenplattform,Burgwedel
Liebherr-Digital Development Center GmbH,3.3,Junior Cloud Engineer - Full-Stack (m/f/d),Ulm
Liebherr-Digital Development Center GmbH,4.3,Senior Cloud Platform Engineer (m/f/d),Ulm
Liebherr-IT Services GmbH,4.1,Data Engineer / Business Intelligence Developer (m/w/d),Kirchdorf
Mynaric AG,3.8,Test Engineer - Embedded software (m/w/x),Munich
Henkel,3.3,Data Engineer ‏ (d/f/m),Düsseldorf
Mindcurv,3.9,Cloud Platform Ingenieur (m/f/d),Jena
Chrono24,3.5,Data Engineer (all genders),Karlsruhe
top itservices AG,4.0,Data Engineer Celonis (m/w/d),Munich
CLOUDETEER GmbH,5.0,Cloud Data Engineer (m/w/d),Home office
Advanced UniByte GmbH,4.1,Senior Support Engineer - Data Center / ITIL / Kundenservice (m/w/d),Nuremberg
Glooko,3.2,ML Engineer / Data Scientist,Berlin
Steadforce,3.8,Software Backend Engineer (m/w/d),Munich
Newroom Media GmbH,3.4,(Senior) Data Engineer (m/w/d),Köln
GEA Group,5.0,Data Engineer (f/m/d),Düsseldorf
Maurer Electronics GmbH,4.1,Senior DevOps Engineer - Data Analytics & Management Platform (m/w/d),Leipzig
Redcare Pharmacy,4.1,Data Engineer (m/f/d),Köln
ALDI SÜD,3.1,Data Engineer ‒ Process Analytics and Mining (m/w/d),Mülheim an der Ruhr
ROSA Experts AG & Co. KG,4.6,System Engineer ADAS (f/m/x),Sailauf
KA Resources,5.0,Python - Data Engineer (m/w/d) - München oder Nürnberg Ref. 22993,Munich
Max Planck Computing & Data Facility,3.4,Scientific Code Developer (m/f/div) for HPC,Germany
Dirk Rossmann GmbH,5.0,IT System Engineer (m/w/d) für Backup & Recovery,Burgwedel
EUMETSAT,2.9,Mission Control Applications Software Engineer,Darmstadt
LM IT Services AG,3.1,Data Engineer - Azure Data Factory / Power BI / ETL / Apache Spark (m/w/d),Osnabrück
Schwarm Technologies Germany GmbH,4.0,Data Engineer (m/w/d),Munich
JOIN Solutions AG,4.2,Senior Frontend Engineer (ReactJS) (f/m/d),Berlin
BRL Risk Consulting GmbH & Co. KG,4.3,Data Engineer - Advanced Analytics / ETL / SQL (m/w/d),Berlin
Makersite GmbH,3.5,Data Engineer - Services (m/f/x),Home office
RTL Deutschland GmbH,5.0,Senior Backend Developer C# (w/m/d),Köln
Amadeus Fire,4.0,Data Scientist (m/w/d),Düsseldorf
nexpert AG,4.4,(Junior) Data Engineer (m/w/d),Germany
anynines GmbH,3.4,Kubernetes Cloud Platform Engineer (m/f/d) - Germany,Germany
KA Resources,4.0,Python Engineer für Datenverarbeitung (m/w/d),Landsberg am Lech
IP Pilot,4.1,Data Engineer (d/f/m),Munich
ista Express Service GmbH,4.3,Werkstudent BI / Data Engineering - 100%Office/C1 German (w/m/d),Rastede
Wego Systembaustoffe GmbH,4.0,"Data Architect / Data Analyst/ Data Engineer (m/w/d) - Big Data, Power BI",Germany
Transparent Hiring,4.0,Data Engineer Advanced Analytics (m/f/d) - relocation,Düsseldorf
TASCHEN,2.3,Data Engineer (m/w/d),Köln
ITGAIN Consulting GmbH,3.5,Senior Cloud Platform Engineer (m/w/d),Mannheim
Infineon Technologies,5.0,(Senior) Engineer Stability and Digitalization (w/m/div),Dresden
Henkel,3.1,Data Requirements Engineer ‏ (d/f/m) - Purchasing,Düsseldorf
